2015,234
2016,234
2017,230
2018,230
2019,236
2020,236
2021,235
2022,235
2023,235
2024,237
2025,230
2026,235
2027,236
2028,236
2029,210
2030,220
2031,236
2032,236
2033,236
2034,210
2035,210
2036,220
2037,233
2038,233
2039,210
2040,220
2041,237
2044,237
2045,237
2046,210
2047,220
2048,210
2049,210
2050,210
2051,220
2052,240
2053,240
2054,240
2055,235
2056,220
2057,233
2058,230
2059,220
2060,210
2061,232
2062,230
2063,230
2064,237
2065,211
2066,232
2067,304
2068,307
2069,232
2070,236
2071,210
2072,304
2073,220
2074,235
2075,304
2076,232
2077,232
2078,236
2079,233
2080,200
2081,304
2082,233
2083,200
2084,100
2085,100
2086,237
2087,236
2088,235
2089,236
2090,210
2091,236
2092,210
2093,233
2094,212
2095,230
2096,236
2097,236
2098,210
2099,210
2100,236
2101,233
2102,236
2103,211
2104,304
2105,232
2106,210
2107,236
2108,236
2109,236
2110,236
2111,236
2112,236
2113,235
2114,232
2115,304
2116,304
2117,200
2118,211
2119,232
2120,232
2121,233
2122,200
2123,210
2124,304
2125,304
2126,200
2127,230
2128,304
2129,200
2130,200
2131,200
2132,213
2133,220
2134,236
2135,200
2136,235
2137,233
2138,220
2139,233
2140,200
2141,232
2142,200
2143,220
2144,220
2145,220
2146,232
2147,232
2148,220
2149,220
2150,230
2151,220
2152,235
2153,235
2154,233
2155,237
2156,236
2157,236
2158,212
2159,236
2160,233
2161,233
2162,200
3000,303
3001,303
3003,303
3004,303
3005,303
3006,303
3007,303
3010,303
3011,303
3012,303
3013,303
3014,303
3015,303
3016,303
3018,303
3020,307
3021,307
3022,301
3023,307
3024,303
3025,110
3027,307
3028,301
3029,301
3030,300
3031,301
3032,301
3033,307
3034,307
3035,301
3036,301
3037,301
3038,301
3039,301
3040,301
3041,301
3042,301
3043,307
3044,308
3045,308
3046,307
3047,307
3048,307
3049,307
3050,307
3051,307
3052,307
3053,307
3054,307
3055,307
3056,301
3057,301
3058,301
3059,301
3060,307
3061,307
3062,307
3063,307
3064,301
3065,307
3067,301
3068,301
3069,301
3070,301
3071,301
3072,301
3073,301
3074,301
3075,307
3076,307
3077,307
3078,307
3079,301
3080,301
3081,301
3082,301
3083,301
3084,301
3085,301
3086,301
3087,307
3088,130
3089,235
3090,213
3091,306
3092,301
3093,307
3094,301
3095,301
3096,301
3097,307
3098,301
3099,301
3100,301
3101,301
3102,301
3103,301
3104,301
3105,301
3106,301
3107,301
3108,301
3109,306
3110,301
3111,301
3112,307
3113,307
3114,307
3115,307
3116,307
3117,213
3118,307
3119,307
3120,307
3121,301
3122,301
3123,307
3124,307
3125,307
3126,301
3127,307
3128,307
3129,307
3130,307
3131,307
3132,301
3133,307
3134,301
3135,307
3136,307
3137,301
3138,307
3139,301
3143,213
3144,213
3145,307
3146,307
3147,307
3149,307
3151,301
3152,301
3153,301
3155,307
3156,302
3157,307
3158,307
3159,307
3160,307
3161,307
3162,307
3163,307
3164,307
3167,307
3171,213
4000,302
4001,302
4003,301
4004,301
4005,301
4006,302
4007,302
4008,301
4009,302
4010,301
4011,301
4012,301
4013,301
4014,302
4015,301
4016,302
4017,302
4018,301
4019,301
4020,302
4021,301
4022,301
4023,302
4024,100
4026,100
4027,210
4028,132
4029,220
4030,100
4031,210
4032,153
4033,131
4034,232
4035,233
4036,154
4037,154
4038,236
4039,300
4040,153
4041,120
4042,154
4043,233
4044,302
4045,302
4046,302
4047,302
4048,301
4049,302
4051,302
4052,301
4053,302
4054,302
4055,302
4056,302
4057,301
4058,130
4059,302
4060,302
4061,302
4062,301
4063,301
4064,302
4065,302
4066,302
4067,232
4068,302
4069,302
4070,302
4071,302
4072,302
4073,302
4074,302
4075,302
4076,302
4077,302
4078,302
4079,302
4080,302
4347,307
4348,307
4349,307
4350,307
4351,301
4352,301
4353,301
4354,213
4355,301
4357,307
4358,301
4359,307
4360,213
4361,300
4362,213
4363,213
4364,307
4365,213
4366,307
5000,305
5001,305
5002,305
5003,305
5004,305
5005,301
5006,301
5007,301
5008,301
5009,301
5010,301
5011,307
5012,301
5013,301
5014,301
5015,301
5016,301
5017,301
5018,301
5019,301
5020,301
5021,301
5022,301
5023,301
5024,301
5025,301
5026,301
5027,301
5028,301
5029,301
5030,301
5031,301
5032,301
5033,301
5034,301
5035,301
5036,301
5037,301
5038,301
5039,301
5040,301
5041,301
5042,301
5043,301
5044,301
5045,301
5046,301
5047,301
5048,301
5049,301
5051,301
5052,301
5053,301
5054,301
5055,301
5056,301
5057,301
5059,301
5060,301
5061,301
5062,301
5063,301
5064,301
5066,301
5067,305
5068,305
5069,308
5070,213
5071,305
5072,307
5073,307
5074,307
5075,307
6000,301
6001,306
6002,306
6003,306
6004,306
6005,306
6006,306
6007,306
6008,306
6009,306
6011,306
6012,306
6013,306
6014,306
6015,306
6016,306
6017,306
6018,306
6019,306
6020,306
6021,306
6022,306
6023,307
6024,307
6025,307
6026,309
6027,309
7000,231
7002,231
7003,231
7004,231
7005,231
7006,231
7007,301
7008,231
7009,231
7010,231
7011,231
7012,231
7013,213
7014,213
7015,213
7016,213
7017,213
7018,213
8000,308
8001,308
8002,308
8003,308
8004,308
8005,308
8006,308
8007,301
8008,308
8009,308
8010,308
8011,308
8012,308
8013,308
8014,308
8015,308
8016,308
8017,308
8018,308
8019,213
8020,213
9000,309
9001,309
9002,309
9003,301
9004,301
9005,301
9006,301
9010,301
9011,301
9012,301
9013,301
9014,301
9015,301
9016,301
9017,301
9018,301
9019,301
9020,301
9021,301
9022,301
9023,301
9024,301
9025,301
9026,301
9027,301
9028,301
9029,301
9030,301
9031,151
9032,301
9033,301
9044,301
9045,301
9046,301
9047,301
9048,301
9049,301
9050,301
9051,301
9052,301
9053,301
9054,301
9055,301
9056,301
9057,301
9058,301
9059,301
9060,301
9061,301
9062,301
9063,301
9064,301
9065,301
9066,301
9067,301
9068,301
9069,301
9070,301
9071,301
9072,301
9073,301
9074,301
9075,301
9076,301
9077,301
9078,301
9079,301
9080,301
9081,301
9082,307
9083,307
9084,307
9085,307
9086,307
9087,307
9088,307
9089,307
9090,307
9091,307
9092,307
9093,307
9094,307
9095,307
9096,307
9097,307
9098,307
9099,307
9100,307
9101,307
9102,307
9103,307
9104,307
9105,307
9106,307
9107,307
9108,307
9109,307
9110,307
9111,307
9112,307
9113,307
9114,307
9115,307
9116,307
9117,307
9118,307
9119,307
9120,307
9121,307
9122,307
9123,307
9124,307
9125,307
9126,307
9127,307
9128,307
9129,307
9130,307
9131,307
9132,307
9133,307
9134,307
9135,307
9136,307
9137,307
9138,307
9139,307
9140,307
9141,307
9142,307
9144,307
9145,153
9146,307
9147,308
9148,100
9149,301
9150,301
9151,301
9152,307
9153,307
9154,307
9155,307
9156,307
9157,307
9158,307
9159,307
9160,307
9161,307
9162,307
9163,307
9164,307
9165,307
9166,307
9167,307
9168,307
9169,307
9170,307
9171,307
9172,307
9173,307
9174,307
9175,307
9176,307
9177,307
9178,307
9179,307
9180,307
9181,307
9182,307
9183,307
9184,307
9185,307
9186,307
9187,307
9188,307
9189,235
9190,307
9191,307
9192,307
9193,307
9194,307
9195,307
9196,301
9197,301
9198,301
9199,301
9200,301
9201,301
9202,301
9203,301
9204,301
9205,301
9206,301
9207,301
9208,301
9209,307
9210,307
9211,307
9212,307
9213,307
9214,307
9215,301
9216,301
9217,301
9218,301
9219,301
9220,301
9221,301
9222,301
9223,301
9224,301
9225,301
9226,301
9227,301
9228,301
9229,301
9231,301
9232,301
9233,301
9234,301
9236,307
9237,301
9238,301
9239,301
9240,301
9241,301
9242,301
9243,301
9244,301
9245,301
9246,301
9247,301
9248,301
9249,301
9250,301
9251,301
9252,308
9253,308
9254,308
9255,308
9256,307
9257,307
9258,309
9259,309
9260,307
9261,301
9262,307
9263,307
9264,307
9265,307
9266,307
9267,307
9268,307
9269,301
9270,308
9271,307
9272,307
9273,307
9274,301
9275,301
9276,301
9277,301
9278,301
9279,301
9280,301
9281,301
9282,301
9283,301
9284,301
9285,301
9286,301
9287,301
9289,301
9290,301
9291,301
9292,301
9293,301
9294,301
9295,301
9296,301
9297,301
9298,301
9299,301
9300,301
9301,301
9302,301
9303,301
9304,301
9305,301
9306,301
9307,301
9308,301
9309,301
9310,301
9311,301
9312,301
9313,301
9314,301
9315,301
9316,301
9317,301
9318,301
9319,301
9320,301
9321,301
9322,301
9323,301
9324,301
9325,301
9326,301
9327,301
9328,304
9329,308
9330,309
9331,309
9332,308
9333,301
9334,301
9335,301
9336,301
9337,301
9338,301
9339,301
9340,307
9341,307
9342,301
9343,307
9344,213
9345,307
9346,307
9347,307
9349,310
9350,307
9351,307
9352,307
9353,307
9354,307
9355,307
9356,301
9357,301
9358,301
9359,301
9360,301
9361,301
9362,301
9363,301
9364,301
9365,301
9366,301
9367,301
9368,301
9369,301
9370,308
9371,307
9372,307
9373,307
9374,307
9375,307
9376,307
9377,307
9378,307
9379,307
9380,307
9381,307
9382,236
9383,307
9384,307
9385,307
9386,307
9387,307
9389,307
9390,307
9888,307
9889,307
9890,301
9891,307
9892,301
9893,307
9894,301
9895,213
9896,213
9897,307
9898,307
9899,307
9900,307
9901,307
9902,307
9903,307
9904,301
9905,301
9906,301
9907,301
9908,307
9909,301
9910,307
9911,307
9912,307
9913,213
9914,301
9915,301
9916,301
9917,301
9918,301
9919,301
9920,301
9921,307
9922,307
9923,301
9924,307
9925,307
9926,307
9927,307
9928,307
9929,307
9930,307
9931,307
9932,307
9933,307
9934,307
9935,307
9936,307
9937,305
9938,307
9940,307
9941,301
9942,301
9943,307
9944,301
9945,301
9946,301
9947,213
9948,307
9949,307
9950,307
9951,301
9952,301
9953,307
9954,307
9955,301
9956,301
9957,301
9958,301
9959,301
9960,301
9961,120
9962,307
9963,307
9964,307
9965,307
9966,307
9967,301
9968,120
9969,307
9970,120
9971,120
9972,303
9973,307
9974,301
9975,130
9976,307
9977,213
9978,301
9979,301
9980,301
9981,301
9982,301
9984,301
9985,307
9986,301
9987,301
9988,301
9989,301
9990,301
9991,301
9992,301
9993,307
9994,307
9995,307
9996,307
9997,307
9998,307
131,130
132,130
151,150
152,150
153,150
154,150
155,150
156,150
157,150
158,150
159,150
110,100
120,100
130,100
140,100
150,100
211,210
212,210
213,210
231,230
232,230
233,230
234,230
235,230
236,230
237,230
210,200
220,200
230,200
240,200
